5861,Oyster Stuffing with Shiitake Mushrooms and Leeks,"['Makes 12 servings', '1 pound sliced firm white sandwich bread, cut into 3/4-inch cubes (about 10 cups)', '8 tablespoons (1 stick) butter', '1 pound shiitake mushrooms, stemmed, caps cut into 1/4-inch slices', '3 large celery stalks with leaves, chopped', '3 medium leeks (white and pale green parts only), chopped (about 3 cups)', '1/3 cup chopped fresh parsley', '1 teaspoon dried thyme', '1 teaspoon dried rosemary', '1 teaspoon crumbled dried sage leaves', '2 8-ounce jars shucked oysters, drained, 1/2 cup juices reserved, oysters cut into 3/4-inch pieces', '1 cup Turkey Stock or canned low-salt chicken broth']","['Step 1', 'Preheat oven to 325°F. Place bread on baking sheet. Bake until beginning to dry, about 12 minutes. Cool completely. (Can be prepared 1 day ahead. Cover bread and store at room temperature.)', 'Step 2', 'Butter 11x7x2-inch baking dish. Melt 4 tablespoons butter in large pot over medium-high heat. Add mushrooms and sauté until mushroom liquid evaporates and mushrooms are beginning to brown, about 8 minutes. Transfer to large bowl. In same pot, melt 4 tablespoons butter over medium-high heat. Add celery and cook until softened, about 4 minutes. Add leeks; cook until vegetables are tender, about 4 minutes longer. Add sautéed vegetables, parsley and dried herbs to mushrooms; toss. Season with salt and pepper.', 'Step 3', 'Add bread cubes and oysters to vegetables in bowl; stir to combine. Mix in reserved 1/2 cup oyster juices and Turkey Stock. Season with salt and pepper. Use 9 cups stuffing for turkey. Transfer remaining stuffing to prepared baking dish; cover with foil and chill until ready to bake. Bake stuffing, covered, at 325°F, until heated through, about 45 minutes.']"
5862,Chicken with Roquefort Cream Sauce,"['Serves 4', '3 tablespoons olive oil', '1 3 1/2-pound chicken, cut into 8 pieces', '1 cup whipping cream', '1/4 cup dry white wine', '5 garlic cloves, minced', '1 teaspoon herbes de Provence or dried thyme, crumbled', '3/4 cup crumbled Roquefort cheese', 'Chopped fresh chives']","['Step 1', 'Heat oil in heavy large skillet over medium-high heat. Season chicken with pepper. Add chicken to skillet and cook until golden brown on all sides, about 8 minutes. Add cream, wine, garlic and herbes de Provence. Cover and simmer until chicken is tender and cooked through, turning once, about 20 minutes.', 'Step 2', 'Transfer chicken to platter. Boil cooking liquid in skillet until reduced to sauce consistency, about 5 minutes. Add cheese and whisk until cheese is melted and sauce is smooth. Season generously with pepper. Pour sauce over chicken. Garnish with chives and serve.']"
5863,"Farro Salad with Peas, Favas, Arugula and Tomatoes","['8 first-course servings', '6 cups water', '2 cups farro or wheat berries*', '5 tablespoons olive oil', '2 1/2 tablespoons red wine vinegar', '1 cup shelled fresh fava beans** or frozen baby lima beans', '1 cup shelled fresh peas or frozen peas', '2 cups fresh arugula leaves, halved', '3 plum tomatoes, seeded, finely chopped', 'Additional arugula leaves']","['Step 1', 'Combine 6 cups water and farro in medium saucepan. Bring to boil. Reduce heat to medium. Cover partially; simmer until farro is tender, about 20 minutes (about 45 minutes for wheat berries). Drain well.', 'Step 2', 'Whisk oil and vinegar in large bowl. Season with salt. Add farro; toss. Cool.', 'Step 3', 'Meanwhile, cook favas in pot of boiling salted water for 3 minutes. Add peas and cook until just tender, about 1 minute longer. Drain. Cool in bowl of ice water. Drain. Add favas and peas to farro. (Can be made 4 hours ahead. Cover; chill.)', 'Step 4', 'Add arugula and tomatoes to farro mixture. Toss to combine. Season generously with salt. Spoon salad onto platter. Garnish with additional arugula.', 'Step 5', '*Farro is sold at some Italian markets; or order from Dean & DeLuca, 800-221-7714. Wheat berries are sold at natural foods stores and some supermarkets.', 'Step 6', ""**Available at Middle Eastern markets, some supermarkets and farmers' markets.""]"
5864,Mykonos Fillet of Sole,"['Makes 4 servings', '2 lemon sole fillets (2 lb total), each cut in half crosswise', '1 lemon, thinly sliced', '1/4 cup dry white wine', '3/4 teaspoon salt', '1 large egg, lightly beaten', '1/4 cup whole milk', '3/4 cup fine dry bread crumbs', '1 large garlic clove, minced', '2 tablespoons chopped fresh parsley', '1/4 teaspoon black pepper', '4 tablespoons olive oil', '1 tablespoon unsalted butter']","['Step 1', 'Put oven rack in middle position and preheat oven to 200°F.', 'Step 2', 'Combine fish, half of lemon slices, wine, and 1/4 teaspoon salt in a shallow dish. Marinate, covered, at room temperature 30 minutes.', 'Step 3', 'Whisk together egg, milk, and 1/4 teaspoon salt in another shallow dish. Stir together bread crumbs, garlic, parsley, pepper, and remaining 1/4 teaspoon salt in a shallow bowl.', 'Step 4', 'Dip fish pieces, 1 at a time, in egg mixture, letting excess drip off, then dredge in bread-crumb mixture, shaking off excess. Transfer to a sheet of wax paper, arranging fish in 1 layer.', 'Step 5', 'Heat 2 tablespoons oil and 1/2 tablespoon butter in a 12-inch nonstick skillet over moderately high heat until hot but not smoking, then fry 2 pieces of fish, turning over once, until golden and just cooked through, 4 to 5 minutes total. Transfer to a baking sheet and keep warm in oven, then cook remaining 2 pieces of fish in remaining 2 tablespoons oil and 1/2 tablespoon butter in same manner. Serve fish with remaining lemon slices.']"
5865,Parmesan-Blue Cheese Toasts with Green Onions,"['Makes 28', '1 cup mayonnaise', '2 large garlic cloves, minced', '1/2 teaspoon ground black pepper', '1/8 teaspoon cayenne pepper', '1 1/2 cups freshly grated Parmesan cheese (about 5 ounces)', '3/4 cup finely crumbled blue cheese (about 3 ounces)', '28 1/3-inch-thick diagonal bread slices cut from 2 sourdough baguettes', 'Olive oil', '3/4 cup finely chopped green onions']","['Step 1', 'Combine mayonnaise, garlic, ground pepper, and cayenne pepper in medium bowl and whisk to blend. Mix in cheeses; season with salt. (Can be made 2 days ahead. Cover and refrigerate.)', 'Step 2', 'Preheat oven to 400°F. Brush 1 side of each bread slice with oil. Place oiled side down on large rimmed baking sheet. Bake bread slices until almost golden, about 5 minutes. Spread 1 generous tablespoon cheese mixture on each bread slice on sheet. Bake until cheese topping starts to bubble and toasts are golden at edges, about 10 minutes.', 'Step 3', 'Transfer toasts to large platter. Sprinkle with chopped green onions and serve warm.']"
5866,Caramel-Coated Pumpkin Flan,"['Makes 10 servings', '1 cup sugar', '1/3 cup water', '1 15-ounce can pure pumpkin', '1 14-ounce can sweetened condensed milk', '2 tablespoons (packed) dark brown sugar', '2 teaspoons ground cinnamon', '1 1/2 teaspoons ground ginger', '1/2 teaspoon ground allspice', '1/4 teaspoon ground cloves', '4 large eggs', '4 large egg yolks', '2 cups heavy whipping cream', '2 teaspoons vanilla extract', 'Frosted Grapes']","['Step 1', 'Preheat oven to 325°F. Combine 1 cup sugar and 1/3 cup water in small saucepan. Stir over medium-low heat until sugar dissolves. Increase heat and bring to boil, brushing down sides of pan with wet pastry brush. Boil without stirring until syrup is deep amber color, occasionally brushing down sides and swirling pan, about 12 minutes. Immediately pour caramel into 7- to 8-cup soufflé dish (7 1/2x3 1/2 inches), tilting and rotating dish to coat bottom and 2 inches up sides thickly. Place dish in 13x9x2-inch metal baking pan.', 'Step 2', 'Whisk pumpkin, condensed milk, sugar, and spices in large bowl to blend. Whisk in eggs and yolks, then cream and vanilla. Pour custard into prepared dish. Pour enough hot water into baking pan to come 1 1/2 inches up sides of dish.', 'Step 3', 'Bake flan until deep brown on top and firmly set in center and blade of small sharp knife inserted into center comes out clean, about 2 hours 10 minutes. Remove flan from water; cool 1 hour. Refrigerate uncovered until very cold, at least 6 hours. (Can be made 2 days ahead. Cover and keep refrigerated.)', 'Step 4', 'Cut around flan to loosen. Place platter on flan dish. Holding platter and flan dish together, invert, allowing flan to settle onto platter. Scrape out any caramel syrup remaining in dish and drizzle over flan. Surround flan with frosted grapes. Cut flan into wedges; serve with grapes.']"
5867,Grilled Steak and Asparagus Salad with Hoisin Vinaigrette,"['Serves 6', 'For vinaigrette', '1/4 cup hoisin sauce', '1/4 cup white wine vinegar', '1/4 cup canned low-salt chicken broth', '2 tablespoons olive oil', '4 teaspoons minced peeled fresh ginger', '1 tablespoon soy sauce', '2 teaspoons hot Chinese-style mustard or Dijon mustard', 'For salad', '1 tablespoon black peppercorns', '2 teaspoons coriander seeds', '2 teaspoons fennel seeds', '1 1-pound top sirloin steak (about 1 inch thick)', 'Nonstick olive oil spray', '1 1/4 pounds thin asparagus spears, trimmed', '3 thin red onion slices', 'Orange slices']","['Make vinaigrette:', 'Step 1', 'Blend all ingredients in blender until smooth. Season with salt and pepper. (Can be made 2 days ahead. Cover and refrigerate.)', 'Make salad:', 'Step 2', 'Grind peppercorns, coriander seeds and fennel seeds to fine powder. Lightly spray steak with nonstick spray; sprinkle each side with salt, pepper and 1 1/2 teaspoons spice mix. Let stand 30 minutes.', 'Step 3', 'Prepare barbecue (medium-high heat). Grill steak until cooked to desired doneness, about 5 minutes per side for medium-rare. Using tongs, transfer steak to cutting board. Tent with foil to keep warm. Let rest 10 minutes.', 'Step 4', 'Meanwhile, spray asparagus and onion slices with nonstick spray; sprinkle with salt and pepper. Grill asparagus until crisp-tender and slightly charred, turning often, about 5 minutes. Transfer asparagus to plate. Keeping slices intact, grill onion until slightly charred and almost tender, about 4 minutes per side; transfer to plate with asparagus.', 'Step 5', 'Cut steak crosswise into thin slices. Arrange steak and asparagus on 6 plates. Drizzle with vinaigrette. Garnish salads with some onion rings and orange slices.']"
5868,Lemony Potato Avocado Salad,"['Makes 2 servings', '3/4 pound small red potatoes (about 6)', '2 tablespoons extra-virgin olive oil', '2 tablespoons fresh lemon juice', '1 teaspoon finely grated fresh lemon zest', '3 tablespoons minced fresh chives', '1 firm-ripe California avocado']","['In a saucepan cover potatoes with salted cold water by 1 inch and simmer, covered, until tender, 15 to 20 minutes. Drain potatoes in a colander and quarter. In a bowl stir together warm potatoes, oil, lemon juice, zest, chives, and salt and pepper to taste. Pit and peel avocado and cut into 3/4-inch pieces. Add avocado to potato mixture, gently tossing to combine.']"
5869,Vanilla Flan,"['Serves 6', '1/4 cup water', '1/2 cup sugar', '3 large eggs', 'a 14-ounce can nonfat sweetened condensed milk', '1 1/2 cups skim milk', '1 tablespoon vanilla']","['Step 1', 'Preheat oven to 325°F.', 'Step 2', 'In a small heavy saucepan bring water and sugar to a boil, stirring until sugar is dissolved. Boil syrup, without stirring, until golden caramel. Pour caramel into a 1 1/2-quart soufflé dish, tilting dish to coat bottom and some of side with caramel.', 'Step 3', 'In a large bowl whisk together eggs, condensed milk, skim milk, and vanilla until smooth. Pour mixture through a fine sieve into soufflé dish. Put dish in a baking pan and add enough hot water to pan to reach halfway up side of dish. Bake flan in middle of oven 1 1/4 hours, or until just set but still trembles slightly. (Flan will set as it cools.) Remove flan from pan and cool in dish on a rack. Chill flan, covered, until cold, at least 4 hours and up to 1 day.', 'Step 4', 'Dip dish in a baking pan of hot water 3 seconds. Run a thin knife around edge of dish and invert flan onto plate.']"
5870,Easy Caesar Dressing,"['Makes 1 cup', '1/2 cup freshly grated Parmesan (about 2 ounces)', '1/4 cup plus 2 tablespoons olive oil', '1/4 cup plus 2 tablespoons vegetable oil', '1/4 cup fresh lemon juice', '2 garlic cloves', '1 teaspoon Worcestershire sauce']",['Combine all ingredients in blender or processor. Blend until smooth. Season to taste with salt and pepper. (Can be prepared 2 days ahead. Cover and refrigerate.)']
5871,Grilled Tandoori-Spiced Chicken Breasts Over Mesclun Salad,"['Serves 6', 'For marinade', '1 small onion, chopped', '3 garlic cloves, chopped', 'a 1-inch piece fresh gingerroot, peeled and chopped', '2 tablespoons fresh lemon juice', '1 tablespoon water', '1/2 cup plain yogurt', '2 teaspoons ground coriander', '1 teaspoon ground cumin', '1 teaspoon salt', '1/2 teaspoon ground turmeric', '1/4 teaspoon cayenne', '1/8 teaspoon each ground mace, cloves, cinnamon, and nutmeg', '', '', '', '3 whole boneless skinless chicken breasts (about 2 1/4 pounds), halved', '1 1/2 tablespoons white-wine vinegar', '1/3 cup olive oil', '10 cups packed mesclun (mixed baby greens, about 1/2 pound)']","['Make marinade:', 'Step 1', 'In a blender or small food processor grind onion with garlic, gingerroot, lemon juice, and water to form a paste. In a bowl stir together onion paste and remaining marinade ingredients.', 'Step 2', 'With a sharp paring knife make three 1/2-inch-deep diagonal cuts in each chicken breast half, being careful not to cut all the way through. Rub chicken with marinade, rubbing it into cuts. In a large resealable plastic bag marinate chicken, chilled, overnight.', 'Step 3', 'Prepare grill.', 'Step 4', 'Grill chicken on an oiled rack 5 to 6 inches over glowing coals until cooked through, about 7 minutes on each side, and transfer to a platter. Let chicken stand while preparing salad.', 'Step 5', 'In a large bowl whisk together vinegar and salt and pepper to taste and add oil in a stream, whisking until emulsified. Add mesclun and toss lightly.', 'Step 6', 'Slice chicken 1/4 inch thick and serve over salad.']"
5872,Linguine with Pecan Arugula Pesto,"['Makes 4 to 6 main-course servings', '3/4 cup pecans (3 oz), toasted', '1 large garlic clove', '1/2 teaspoon salt', '10 oz arugula, coarse stems discarded', '1/2 cup finely grated Parmigiano-Reggiano (1 1/2 oz)', '1/2 cup olive oil', '1/2 teaspoon black pepper', '1 lb dried linguine']","['Step 1', 'Finely chop 1/4 cup pecans (preferably with a knife).', 'Step 2', 'Mash garlic to a paste with salt using a mortar and pestle (or mince and mash with a large heavy knife). Blend remaining 1/2cup pecans, arugula, cheese, oil, pepper, and garlic paste in a food processor until smooth, about 1 minute.', 'Step 3', 'Cook pasta in a 6- to 8-quart pot of boiling salted water until al dente, 10 to 12 minutes. Ladle out and reserve 1 1/2 cups cooking water. Drain pasta in a colander, then return to pot and toss with pesto, 1/2 cup cooking water, and chopped pecans, adding more cooking water as necessary if pasta seems dry.']"
5873,Sauteed Chicken with Yellow Grape Tomatoes,"['Makes 2 servings; can be doubled', '2 tablespoons olive oil', '2 skinless boneless chicken breast halves', '1 cup yellow grape tomatoes or 1 cup halved cherry tomatoes', '2 garlic cloves, minced', '1 tablespoon balsamic vinegar', '2 tablespoons chopped fresh basil']","['Heat olive oil in heavy medium skillet over medium-high heat. Sprinkle chicken with salt and pepper; add to skillet. Sauté chicken until cooked through, about 5 minutes per side. Transfer chicken to 2 plates. Add tomatoes and garlic to skillet; sauté 1 minute. Add balsamic vinegar and 1 tablespoon basil; sauté 30 seconds. Season sauce to taste with salt and pepper. Spoon sauce over chicken. Sprinkle with remaining 1 tablespoon basil and serve.']"
5874,Chicken-Pine Nut Dumplings with Chili-Chili Dipping Sauce,"['Makes 40 dumplings', '1/2 pound ground chicken', '1/2 cup minced drained canned water chestnuts', '1/2 cup minced fresh cilantro', '1/3 cup finely chopped pine nuts', '1/3 cup minced green onions', '3 tablespoons dry Sherry', '2 tablespoons soy sauce', '1 tablespoon minced peeled fresh ginger', '1 large egg, beaten to blend', '1/2 teaspoon ground black pepper', '40 wonton wrappers, trimmed into 3-inch squares', 'Nonstick vegetable oil spray', 'Shredded Napa cabbage', 'Ginger-Chili Dipping Sauce']","['Step 1', 'Sprinkle baking sheet with flour. Mix first 10 ingredients in large bowl. Place generous 1 teaspoon chicken mixture in center of 1 wonton wrapper. Moisten edges of wrapper with water. Using fingertips, bring all corners of wrapper together over filling. Press edges of wrapper together, enclosing filling completely. Place dump-ling on baking sheet. Repeat with remaining chicken mixture and wrappers. (Can be made 2 weeks ahead. Cover tightly; freeze. Do not thaw before steaming.)', 'Step 2', 'Place steamer rack in large pot. Pour enough water into pot to reach depth of 1/2 inch. Spray rack with nonstick spray. Bring water to simmer. Working in batches, arrange dumplings side by side (but not touching) on rack. Cover; steam until dumplings are cooked, about 12 minutes.', 'Step 3', 'Line large platter with cabbage; top with dumplings. Serve with sauce.']"
5875,Parker House Rolls,"['Makes 20 rolls', '3 tablespoons warm water (105-110°F)', '3 tablespoons sugar, divided', '1 ¼-oz package (2½ teaspoons) active dry yeast', '½ cup (1 stick) unsalted butter, divided', '1 cup whole milk', '2 cups bread flour', '1½ teaspoons kosher salt', '1½ to 2 cups all-purpose flour']","['Step 1', 'Stir together warm water, 1 tablespoon sugar, and yeast in a small bowl and let stand until foamy, about 5 minutes.', 'Step 2', 'Melt 6 Tbsp. butter in a small saucepan. Add milk and heat to lukewarm. Stir together yeast mixture, remaining 2 tablespoons sugar, butter mixture, bread flour, and salt in a bowl with a wooden spoon until combined well, then stir in enough all-purpose flour to make a slightly sticky dough that forms a ball.', 'Step 3', 'Butter a large bowl. Knead dough on a lightly floured surface, kneading in more all-purpose flour if dough is too sticky, 10 minutes, or until smooth and elastic but still slightly sticky. Form into a ball and put in buttered bowl. Turn to coat with butter, then let dough rise in bowl, covered with plastic wrap, in a warm place 1 hour, or until doubled in bulk.', 'Step 4', 'Butter a 13x9"" baking pan. Divide dough into 20 equal pieces and roll into balls. Arrange evenly in 4 rows of 5 in pan and let rise, covered loosely, in a warm place 45 minutes, or until almost doubled in bulk. Make a deep crease down center of each row of rolls using length of a floured chopstick or side of a ruler. Let rolls rise, covered loosely, 15 minutes.', 'Step 5', 'Preheat oven to 375°F.', 'Step 6', 'Melt remaining 2 tablespoons butter and cool slightly. Brush tops of rolls with butter and bake in middle of oven until golden, 20 to 25 minutes. Let rolls cool in pan on a rack 5 minutes. Turn out onto rack and cool to warm.', ""Do Ahead: You can make rolls 1 day ahead and keep, wrapped well in foil, at room temperature. Reheat in foil in a preheated 375°F oven 15 to 20 minutes.\nEditor's note: This recipe was originally printed in the November 1999 issue of Gourmet and first appeared on Epicurious in August 2004. Head this way for more of our best Thanksgiving recipes →""]"
5876,Moroccan Carrot and Goat Cheese Sandwiches with Green Olive Tapenade,"['Makes 6 sandwiches', 'For carrots', '2 tablespoons sugar', '1 tablespoon fresh lemon juice', '2 teaspoons sweet paprika', '1 teaspoon ground cumin', '1/2 teaspoon cinnamon', '1/4 teaspoon cayenne', '1 teaspoon salt', '1/4 cup olive oil', '1 1/2 lb medium carrots (8)', 'For tapenade', '1 1/4 cups green olives (6 to 7 oz) such as Cerignola or picholine, pitted', '3 tablespoons drained bottled capers, rinsed', '1/4 cup chopped fresh flat-leaf parsley', '1 flat anchovy fillet, chopped', '1 teaspoon finely grated fresh lemon zest', '1 1/2 tablespoons fresh lemon juice', '1/2 teaspoon black pepper', '1/4 cup olive oil', 'For sandwiches', '12 slices good-quality pumpernickel sandwich bread', '6 oz soft mild goat cheese (3/4 cup) at room temperature', 'Special equipment: an adjustable-blade slicer']","['Prepare carrots:', 'Step 1', 'Whisk together sugar, lemon juice, spices, salt, and oil in a large bowl until sugar is dissolved.', 'Step 2', 'Halve carrots crosswise on a long diagonal, then, starting from diagonal ends, cut into 1/16-inch-thick slices using slicer. Cook carrots in a 4- to 5-quart pot of boiling salted water until crisp-tender, about 45 seconds. Drain well in a colander and immediately toss with dressing. Cool to room temperature, stirring occasionally, then marinate, covered and chilled, at least 4 hours.', 'Make tapenade and assemble sandwiches:', 'Step 3', 'Pulse olives with capers, parsley, anchovy, zest, lemon juice, and pepper in a food processor until coarsely chopped, then scrape down side of bowl with a rubber spatula. Pulsing motor, add oil in a slow stream and continue to pulse until mixture is finely chopped (do not pulse to a paste).', 'Step 4', 'Spread tapenade on 6 slices of bread and goat cheese on remaining 6 slices, then make sandwiches with carrots.']"
5877,"Heirloom Tomatoes with Bacon, Blue Cheese, and Basil","['Makes 6 servings', '6 slices firm white sandwich bread', '1/4 lb sliced bacon (about 5 slices)', '6 tablespoons olive oil', '1/4 cup finely chopped shallot', '3 tablespoons Sherry vinegar', '4 assorted medium heirloom tomatoes (2 lb total), cut into 1/4- to 1/3-inch-thick slices', '30 small fresh basil leaves', '1 1/2 oz blue cheese (preferably Maytag Blue), crumbled, at room temperature', 'Garnish: very small heirloom cherry or currant tomatoes', 'Special Equipment', 'a 3-inch round cookie cutter']","['Step 1', 'Cut 1 round from each bread slice with cookie cutter.', 'Step 2', 'Cook bacon in a 10-inch heavy skillet over moderate heat until crisp, then transfer to paper towels to drain. Pour off bacon fat from skillet and reserve fat (do not clean skillet).', 'Step 3', 'Heat 1 1/2 tablespoons oil in skillet over moderate heat until hot but not smoking, then toast 3 bread rounds, turning over once, until golden brown, about 3 minutes total. Transfer toasts to a rack to cool and season with salt and pepper. Toast remaining 3 bread rounds in 1 1/2 tablespoons more oil in same manner.', 'Step 4', 'Cook shallot in 2 tablespoons reserved bacon fat and remaining 3 tablespoons oil in a small heavy saucepan over moderate heat, stirring, until softened, about 2 minutes. Add vinegar and simmer, whisking, until emulsified, about 1 minute. Season dressing with salt and pepper and keep warm, covered.', 'Step 5', 'Crumble bacon. Arrange bread rounds on 6 plates and divide tomato slices among them, stacking slices and sprinkling some basil and bacon between slices. Sprinkle cheese and remaining basil and bacon over and around tomatoes. Spoon some of warm bacon dressing over and around tomatoes and season with salt and pepper.']"
5878,Warm Blackberry Pie Sundaes,"['Makes 8 servings', '4 1/2-pint baskets fresh blackberries (about 5 1/2 cups)', '1 cup orange juice', '3/4 cup sugar', '2 teaspoons grated orange peel', '1/4 teaspoon ground cinnamon', '1 7.25-ounce package shortbread cookies (such as Pepperidge Farm Chessmen), coarsely crumbled (about 2 cups)', '1 1/2 quarts vanilla ice cream']","['Step 1', 'Combine 4 cups blackberries, orange juice, sugar, orange peel, and cinnamon in medium saucepan. Bring to boil. Reduce heat to low; simmer until berries are soft and begin to release juices, about 8 minutes. Transfer 2 cups berry mixture to processor; puree until almost smooth. Return mixture to same saucepan. Stir in remaining blackberries. (Can be made 2 hours ahead. Let stand at room temperature. Rewarm berry mixture over medium heat until just warm before continuing.)', 'Step 2', 'Divide cookie crumbs among 8 bowls or wineglasses. Add 1 scoop ice cream to each. Spoon warm blackberry sauce over each and serve.']"
5879,Baking Powder Biscuits,"['16 Biscuits', '2 cups flour', '1/2 teaspoon salt', '4 teaspoons baking powder', '1 tablespoon sugar', '1/2 cup vegetable shortening', '2/3 cup milk']","['Step 1', 'Preheat the oven to 425° F. Grease two 8-inch cake pans. Put the flour, salt, baking powder, and sugar in a bowl. Cut the shortening into the flour with two knives or a pastry blender until the mixture resembles coarse meal. Add the milk all at once and stir just until the dough forms a ball around the fork. Turn the dough onto a lightly floured board and knead 14 times. Pat until 1/2 inch thick. Cut into rounds with a 2-inch cookie cutter. Place touching each other in the cake pans and bake for 15-20 minutes.', 'Crusty Baking Powder Biscuits.', 'Step 2', 'Roll biscuits to 1/4 inch thick and place 1 inch apart. Bake in a 450° F oven for 12 minutes. This will yield almost twice as many biscuits.', 'Buttermilk Biscuits.', 'Step 3', 'Use 2/3 cup buttermilk instead of sweet milk and 1/2 teaspoon baking soda, cutting the amount of baking powder in half, to 2 teaspoons.', 'Cheese Biscuits.', 'Step 4', 'Add 1/2 cup grated sharp Cheddar cheese to the dry ingredients.', 'Drop Biscuits.', 'Step 5', 'Add an additional 1/3 cup milk and drop by teaspoonfuls onto a buttered baking sheet.']"
5880,Roast Turkey with Hazelnut Stuffing,"['Makes 6 to 10 servings', 'Turkey:', '1 14- to 16-pound fresh turkey', '1 cup coarse salt', '2 Granny Smith apples, quartered', '1 teaspoon nutmeg', '1 teaspoon allspice', '1 orange, quartered', '1 Basting Sauce (to use at start of roasting):', '1 cup unsalted butter', '1/4 cup fresh orange juice', '1/4 cup fresh lemon juice', '1/2 teaspoon coarse black pepper', '3 tablespoons fresh thyme or 1 tablespoon dry', '1/2 teaspoon salt', '2 Basting Sauce (to use at end of roasting):', '1/4 pound unsalted butter', '1/4 cup maple syrup', 'Sausage and Hazelnut Stuffing:', '1 cup hazelnuts, roasted and skinned', '1 pound fresh pork sausage', '1/2 pound chicken breast, skinned, boned, and diced', '1/2 cup unsalted butter', '1 pound chopped onion', '2 cups chopped celery', '2 tablespoons sage', '1/2 pound Virginia ham, diced', '8 cups stale bread, cut in 1/2-inch cubes', '1 cup chopped Italian parsley', '3 large eggs, beaten', '2 teaspoons coarse salt', '2 teaspoons coarse black pepper', '2 ounces Amaretto', '1 cup turkey stock']","['Prepare Turkey:', 'Step 1', 'Rub salt all over turkey, inside and out. Cover turkey with cold water and let sit for one hour in the sink (this will get rid of blood and gamey taste).', 'Step 2', 'Preheat oven to 350°F.', 'Step 3', 'Mix spices with apples.', 'Step 4', 'Put 1/2 of apple mixture inside turkey under white meat (front). Using the other half of apple mixture and quartered orange, stuff under the dark meat (back) inside turkey.', 'Step 5', 'Prepare basting sauce #1 by heating butter and adding juices and spices.', 'Step 6', 'Put turkey in roasting pan and add basting sauce.', 'Step 7', 'Roast, covered with foil, for 2 hours.', 'Prepare Stuffing:', 'Step 8', 'Put hazelnuts in food processor and chop to medium coarseness.', 'Step 9', 'In a large skillet, brown pork sausage and drain. Add 3 teaspoons of butter to pan and fry chicken until done. Sauté onions, celery, and sage until translucent. Add ham and rest of vegetables in large bowl, adding the pork, chicken and bread, mixing well. Add eggs and Amaretto. Finally, add turkey stock to moisten.', 'Step 10', 'Put in baking pan and bake 1 hour at 350 °F.', 'Finish Roasting Turkey:', 'Step 11', 'Remove foil and roast until internal temperature is 175°F, basting every 15 minutes.', 'Step 12', 'Prepare #2 basting sauce by heating butter and maple syrup.', 'Step 13', 'Remove bird from oven when it reaches 175°F. Let rest — turkey will continue to cook, reaching 180°F in the next 15 minutes.', 'Step 14', 'Baste with #2 sauce until all sauce is gone.', 'Step 15', 'Remove fruit from inside.']"
5881,Shrimp with Chunky Tomato-Saffron Sauce,"['4 first-course or 2 main-course servings', '1/4 cup olive oil', '2 large shallots, chopped', '1 pound uncooked large shrimp, peeled, deveined, tails left intact', '1 tablespoon tomato paste', '1/2 cup dry white wine', '1/8 teaspoon dried crushed red pepper', '2 generous pinches saffron threads', '1 14 1/2-ounce can diced peeled tomatoes in juice', '4 large garlic cloves, minced', '1/2 teaspoon grated orange peel', '1/2 cup whipping cream', 'Salt and pepper', '', '8 ounces fettuccine', '1 teaspoon minced fresh oregano', '1/4 cup minced fresh parsley']","['Step 1', 'Heat oil in heavy large skillet over medium-high heat. Add shallots and sauté 2 minutes. Add shrimp and cook until just pink, about 3 minutes. Transfer shrimp to bowl using slotted spoon. Add tomato paste to same skillet and stir 1 minute. Add wine, crushed red pepper and saffron and boil 2 minutes. Add tomatoes, garlic and orange peel and cook until reduced to sauce consistency, stirring frequently, about 5 minutes. Add cream and simmer sauce 3 minutes. Season to taste with salt and pepper.', 'Step 2', 'Cook fettuccine in large pot of boiling salted water until just tender but still firm to bite, stirring occasionally. Drain. Season with salt and pepper.', 'Step 3', 'Add shrimp and oregano to sauce; stir to heat through. Sprinkle with parsley. Serve over fettuccine.']"
5882,Spicy Fried Chicken Cutlets,"['Makes 4 servings', '4 skinless boneless chicken breast halves (1 1/2 lb)', '1 cup well-shaken buttermilk', '1 teaspoon bottled hot sauce plus additional for serving', '1 teaspoon salt', '1/2 teaspoon black pepper', '3 cups fresh bread crumbs (from 6 slices firm white sandwich bread)', '1/2 teaspoon cayenne', '1 cup vegetable oil for frying']","['Step 1', 'Gently pound chicken breasts between sheets of plastic wrap with a flat meat pounder or a rolling pin until 1/3 inch thick.', 'Step 2', 'Whisk together buttermilk, hot sauce, 1/2 teaspoon salt, and black pepper in a shallow dish, then add chicken, turning to coat, and let stand 15 minutes.', 'Step 3', 'Stir together bread crumbs, cayenne, and remaining 1/2 teaspoon salt in another shallow dish. Remove chicken from buttermilk 1 piece at a time, letting excess drip off, then dredge in bread crumbs, pressing gently to help them adhere. Transfer chicken as coated to a sheet of wax paper.', 'Step 4', 'Heat oil in a 10-inch heavy skillet over moderately high heat until hot but not smoking, then fry chicken 2 pieces at a time until golden brown and cooked through, about 3 minutes on each side. Transfer chicken with tongs to paper towels to drain and serve with hot sauce on the side.']"
