,recipe_name,ingredients,steps,servings
66,Stout-Braised Beef Stew with Thyme and Mushrooms,"['3 tbsp unsalted butter', '2 onions, chopped', '4 garlic cloves, minced', '1 kg stewing steak, cut into chunks', '500 ml beef stock', '3 tbsp plain flour', '250 ml stout', '4-5 thyme sprigs', '2 bay leaves', '2 tbsp light muscovado sugar', '1 tbsp red wine vinegar', '2 tbsp mushroom ketchup', '1 celery heart, chopped', '1 tsp Marmite', 'French bread, for serving']","['Melt 2 tablespoons of unsalted butter in a large pot over medium heat. Add the chopped onions and minced garlic. Cook until the onions are soft and translucent, about 5 minutes.', 'Increase heat to medium-high and add the stewing steak chunks to the pot. Cook until the beef is browned on all sides.', 'Sprinkle the plain flour over the beef and cook for another 2 minutes, stirring to coat the beef evenly with flour.', 'Pour the stout into the pot to deglaze, scraping up any browned bits from the bottom with a wooden spoon.', 'Add the beef stock, thyme sprigs, bay leaves, light muscovado sugar, red wine vinegar, mushroom ketchup, and chopped celery heart to the pot.', 'Stir in the Marmite until it is dissolved. This will add a rich umami flavor to the stew.', 'Bring the stew to a boil, then reduce heat to low. Cover and simmer for about 2 hours, or until the beef is tender. Stir occasionally to prevent sticking.', 'Remove the bay leaves and thyme sprigs. If the stew is too liquid, you can simmer it uncovered for the last 20-30 minutes to reduce and thicken the sauce.', 'Before serving, adjust the seasoning with salt and pepper, and swirl in the remaining tablespoon of unsalted butter for added richness.', 'Serve the stew hot with slices of crusty French bread on the side for dipping into the savory broth.']",
67,Summer Fruits Vanilla Cake,"['2 cups frozen mixed summer fruits', '1 cup caster sugar, plus extra for sprinkling', '1 teaspoon vanilla extract', '1 cup full-fat milk', '3 eggs', '½ cup sunflower oil', '2 cups plain flour', '2 teaspoons baking powder', 'Pinch of salt']","['Preheat your oven to 350°F (175°C). Lightly grease a 9-inch round cake pan or springform pan and line the bottom with parchment paper to prevent sticking.', 'In a large mixing bowl, beat together 3 eggs and 1 cup caster sugar until light and fluffy. This should take about 3-4 minutes with an electric mixer on medium-high speed.', 'Gradually mix in ½ cup sunflower oil and 1 teaspoon vanilla extract into the egg mixture, ensuring it’s well incorporated.', 'In another bowl, sift together 2 cups of plain flour, 2 teaspoons of baking powder, and a pinch of salt.', 'Alternate adding the dry ingredients and 1 cup of full-fat milk to the egg mixture, starting and ending with the dry ingredients. Stir just until everything is combined, being careful not to overmix.', 'If the frozen mixed summer fruits are large, chop them into smaller, bite-sized pieces. Gently fold the summer fruits into the batter, spreading them evenly.', 'Pour the batter into the prepared cake pan, spreading it out evenly with a spatula. Sprinkle a little extra caster sugar over the top to create a sweet crust once baked.', 'Bake in the preheated oven for 50-60 minutes, or until a toothpick inserted into the center of the cake comes out clean or with just a few moist crumbs attached.', 'Allow the cake to cool in the pan for about 10 minutes before removing it. Then, let it cool completely on a wire rack.', 'Once cooled, you can dust with a bit more caster sugar if desired, and serve your Summer Fruits Vanilla Cake as a delightful dessert or afternoon treat.']",
68,Classic Mimosa,"['Champagne or Prosecco', 'Freshly squeezed orange juice', 'Sugar (optional)', 'A pinch of salt (optional)']","['Ensure both the Champagne or Prosecco and the freshly squeezed orange juice are well chilled.', 'If you like a sweeter drink, you can rim the champagne flutes with sugar. To do this, run an orange wedge around the rim of each glass and dip it into a small plate of sugar.', 'Pour the freshly squeezed orange juice into each flute, filling about one-third of the glass.', 'Slowly top off each glass with the Champagne or Prosecco, tilting the glass slightly and pouring gently to preserve the bubbles and prevent it from frothing over.', 'Optional: Add a pinch of salt to each glass to balance the sweetness.', 'Gently stir the mimosa with a spoon to mix the orange juice and champagne, if desired. Be careful not to stir too vigorously, as this will decrease the bubbles.', 'Serve the mimosas immediately to enjoy while the fizz is lively and strong.']",
69,Mediterranean Prawn and Fennel Sauté,"['olive oil', 'red onion', 'fennel bulb', 'cherry tomatoes', 'cooked, peeled prawns', 'black or green olives', 'salt', 'black pepper']","['Heat olive oil in a large pan over medium heat.', 'Slice the red onion and fennel bulb thinly and add them to the pan. Sauté until the onion is translucent and the fennel is soft, about 5-6 minutes.', 'Halve the cherry tomatoes and add them to the pan. Cook until they soften and release their juices, about 3-4 minutes.', 'Toss in the cooked, peeled prawns and olives (sliced if preferred) to the pan. Stir to combine.', 'Season with salt and freshly ground black pepper to taste. Cook until the prawns are heated through, about 2-3 minutes.', 'Remove the pan from heat. Allow the sauté to sit for a minute for the flavors to meld.', 'Serve warm as a light and flavorful Mediterranean dish.']",
70,Tropical Coconut Lime Cake with Raspberry Filling,"['200g butter, softened', '150g unsweetened desiccated coconut', '200g golden caster sugar', '250g self-raising flour', '1 tsp baking powder', '4 eggs', '100ml milk', '200ml coconut cream', '2 tbsp cornflour', '150g icing sugar', '300g good-quality ready-made custard', '50ml Malibu rum', 'Zest of 2 limes', 'Juice of 1 lime', '200g frozen raspberries, thawed', '4 tbsp raspberry jam', '250ml double cream', 'Fresh coconut shavings, for decoration']","['Preheat your oven to 180C (160C fan-assisted). Grease and line two 20cm round cake tins.', 'In a large bowl, cream together the softened butter and golden caster sugar until light and fluffy.', 'Beat in the eggs, one at a time, adding a spoonful of the flour with each to prevent curdling.', 'Fold in the remaining self-raising flour, baking powder, and desiccated coconut until well combined.', 'Gradually add the milk and Malibu rum, mixing until you have a smooth batter.', 'Divide the batter evenly between the prepared tins and smooth the tops.', 'Bake in the oven for 25-30 minutes until golden and a skewer comes out clean.', 'While the cakes are baking, prepare the filling by mixing the thawed raspberries with the raspberry jam. In another bowl, whip the double cream until it forms soft peaks.', 'Once the cakes are done, allow them to cool in the tins for 10 minutes before turning out onto a wire rack to cool completely.', 'For the lime icing, mix the icing sugar, coconut cream, lime zest, and lime juice together until smooth.', 'Mix the cornflour with a little water and stir into the custard, then cook over low heat until thickened. Allow it to cool.', 'To assemble the cake, place one cake layer on your serving platter. Spread the thickened custard over the first layer.', 'Top the custard with the raspberry filling, then carefully place the second cake layer on top.', 'Cover the top of the cake with the whipped cream, spreading it out gently.', 'Finally, drizzle the lime icing over the whipped cream and decorate with fresh coconut shavings.', 'Chill the cake in the fridge for at least an hour before serving to allow the flavors to meld and the icing to set slightly.', 'Serve and enjoy your Tropical Coconut Lime Cake with Raspberry Filling!']",
71,Tropical Vanilla Pineapple Delight,"['caster sugar', 'vanilla paste', 'lime juice', 'pineapple', 'vanilla ice cream', 'coconut ice cream']","['Cut the pineapple into small bite-sized chunks. Set aside a handful for garnish.', 'In a saucepan, combine 1/2 cup of caster sugar with 1/4 cup of lime juice and heat until the sugar dissolves completely, creating a simple syrup.', 'Add the pineapple chunks to the saucepan and simmer for 5-10 minutes until the pineapple softens and infuses with the syrup.', 'Remove the pineapple mixture from heat and stir in 1 teaspoon of vanilla paste.', 'Let the pineapple mixture cool to room temperature.', 'In serving glasses, layer scoops of vanilla ice cream and coconut ice cream alternately with the pineapple mixture.', 'Top each serving with a sprinkle of caster sugar and a few chunks of the reserved pineapple.', 'Drizzle a little bit of the leftover syrup from the saucepan over the ice creams for added flavor.']",
72,Rustic Chestnut and Mushroom Stuffed Bacon Wraps,"['1 large onion, finely chopped', '2 tablespoons butter', '2 cups small button mushrooms, quartered', '1 cup whole cooked chestnuts, crumbled', '200g Ardennes pâté', '1 tablespoon parsley, finely chopped', '1 teaspoon thyme leaves', '8 slices smoked streaky bacon', '1 cup oatmeal breadcrumbs', '2 eggs, beaten', 'Salt to taste', 'Pepper to taste']","['Preheat the oven to 180°C (350°F).', 'In a large skillet over medium heat, melt the butter. Add the chopped onions and cook until translucent.', 'Add the quartered mushrooms to the skillet and sauté until they are soft and have released their moisture.', 'Mix in the crumbled chestnuts and cook for another 2-3 minutes.', 'Stir in the Ardennes pâté, and cook until it is well combined with the mushroom and chestnut mixture.', 'Remove the skillet from heat and allow the mixture to cool slightly before adding the chopped parsley, thyme leaves, and oatmeal breadcrumbs. Mix well.', 'Season the stuffing mixture with salt and pepper to taste, then incorporate the beaten eggs to help bind the stuffing.', 'Lay out the bacon slices on a clean surface and divide the stuffing mixture evenly among them, placing a portion on one end of each bacon slice.', 'Roll the bacon slices tightly around the stuffing to create stuffed bacon wraps, ensuring that the ends are tucked in to prevent the stuffing from leaking out.', 'Place the bacon wraps seam-side down on a baking tray lined with parchment paper.', 'Bake in the preheated oven for about 20-25 minutes, or until the bacon is crispy and the stuffing is heated through.', 'Serve hot, garnished with extra chopped parsley if desired.']",
73,Caramelized Brussels Sprouts with Pancetta and Chestnuts,"['brussels sprouts', 'diced pancetta', 'cooked chestnuts', 'light muscovado sugar', 'vegetable stock', 'salt', 'pepper', 'olive oil']","['Wash the brussels sprouts and trim off the bottoms. Cut them in halves.', 'Heat a large pan over medium heat and add a tablespoon of olive oil.', 'Once the oil is hot, add the diced pancetta to the pan and cook until it starts to crisp up.', 'Add the brussels sprouts to the pan with the pancetta and cook for around 5 minutes, or until the sprouts start to brown on the cut sides.', 'Season the mixture with a pinch of salt and pepper to taste.', 'Sprinkle light muscovado sugar over the brussels sprouts and pancetta, and stir well to coat. Cook for an additional 2-3 minutes until the sugar starts to caramelize.', 'Chop the cooked chestnuts into smaller pieces if they are large, and add them to the pan. Stir to combine and allow chestnuts to warm through.', 'Pour in just enough vegetable stock to deglaze the pan, scraping any browned bits from the bottom of the pan with a wooden spoon.', 'Reduce the heat to low and allow the mixture to simmer until the brussels sprouts are tender and the stock has mostly reduced, leaving a sticky glaze, about 10 minutes.', 'Taste and adjust the seasoning if necessary, then serve warm as a delicious side dish.']",
74,Creamy Polenta with Pancetta and Onion Infusion,"['1 large onion, diced', '2 tablespoons olive oil', '100 grams cubetti di pancetta', '1 garlic clove, minced', '2 thyme sprigs, leaves picked', '500 grams ready-cooked polenta, sliced', '50 grams parmesan, grated', '150 ml single or whipping cream', '250 ml chicken or vegetable stock', 'Salt to taste', 'Black pepper to taste']","['Heat the olive oil in a large skillet over medium heat. Add the diced onion and sauté until soft and translucent, about 5 minutes.', 'Add the cubetti di pancetta to the skillet with the onions and cook until the pancetta is golden and crisp, about 7-10 minutes.', 'Stir in the minced garlic and thyme leaves to the pancetta and onion mixture, and cook for another 2 minutes until fragrant.', 'In a separate non-stick skillet, lightly oil the surface and place the slices of polenta. Cook the polenta over medium heat for about 3-4 minutes on each side, or until they are warmed through and have a slight golden crust.', 'While the polenta is cooking, pour the chicken or vegetable stock and the single or whipping cream into the skillet with the onion, pancetta, garlic, and thyme. Stir to combine and bring to a gentle simmer.', 'Add the grated parmesan cheese to the cream mixture, stirring until the cheese has melted and the sauce has thickened slightly. Season with salt and black pepper to taste.', 'To serve, place the warm polenta slices onto plates, and spoon the creamy pancetta and onion sauce over the top. Finish with an extra sprinkle of parmesan cheese if desired.']",
75,Elderflower Cucumber Cooler,"['1 cucumber', '1 bottle white wine, chilled', '100 ml elderflower cordial', 'A few mint sprigs', 'Soda water, to top up']","['Rinse the cucumber and cut it into thin slices.', 'In a large jug, combine the sliced cucumber and elderflower cordial.', 'Bruise the mint sprigs by lightly crushing them in your hand to release the aromatic oils and add them to the jug.', 'Pour the chilled white wine into the jug with the cucumber mixture and elderflower cordial, and mix gently.', 'Top up the jug with soda water according to your taste preference for fizziness.', 'Stir the mixture gently to combine all the flavors.', 'Serve the cooler in glasses over ice, if desired, and garnish with extra mint sprigs and cucumber slices.']",
76,Herb-Infused Roasted Pork Shoulder,"['1 pork shoulder joint (around 4-5 pounds)', '4 garlic cloves', '2 teaspoons fennel seed', '1 teaspoon black peppercorns', '1 tablespoon fresh rosemary, chopped', '2 bay leaves', '1 cup dry white wine', 'Salt (as required)', '2 tablespoons olive oil']","['Preheat your oven to 325°F (165°C).', 'Crush the garlic cloves and finely chop them.', 'In a mortar and pestle, crush the fennel seeds and black peppercorns together.', 'Mix the crushed garlic, fennel and peppercorn mix, chopped rosemary, and a generous pinch of salt together with olive oil to create a paste.', 'Make several incisions into the pork shoulder joint with a sharp knife.', 'Rub the paste thoroughly all over the pork shoulder joint, making sure to get some into the incisions.', 'Place the bay leaves on the bottom of a roasting pan and set the pork shoulder on top of them.', 'Pour the dry white wine around the pork in the roasting pan.', 'Cover the pan with foil and place it in the preheated oven for approximately 3 hours.', 'After 3 hours, remove the foil and increase the temperature to 400°F (200°C).', 'Roast for another 30-40 minutes, or until the pork skin is crispy and the internal temperature reaches 145°F (63°C).', 'Allow the pork shoulder to rest for about 15 minutes before slicing.', 'Serve the roast pork shoulder with the pan juices drizzled over the top.']",
77,Tarragon Chicken with Pancetta and Peas,"['Cubetti di pancetta', 'Shallot', 'Olive oil', 'Chicken (breasts or thighs)', 'Chicken stock', 'Peas', 'Tarragon', 'Salt', 'Pepper']","['Begin by heating some olive oil in a large skillet over medium heat.', 'Once the oil is hot, add the cubetti di pancetta and cook until it starts to get crispy.', 'Chop the shallot finely and add it to the skillet, cooking until it becomes translucent.', 'Meanwhile, season the chicken with salt and pepper, then add it to the skillet and cook until it is browned on all sides.', 'Once the chicken is browned, pour in enough chicken stock to cover the bottom of the pan, and let it cook for a few minutes to deglaze the pan, scraping up any delicious bits stuck to the bottom.', 'Lower the heat and cover the skillet. Let the chicken cook through, which should take about 15-20 minutes depending on the thickness of the chicken pieces.', 'A few minutes before the chicken is done, add the peas to the skillet and cover again, letting them steam with the chicken and absorb the flavors of the pancetta and shallot.', 'Chop some fresh tarragon and sprinkle it over the chicken and peas to infuse the dish with its distinctive anise-like flavor.', 'Once the chicken is cooked through and the peas are tender, taste the sauce and adjust seasoning with salt and pepper as needed.', 'Serve hot directly from the skillet, ensuring that each plate gets an even portion of chicken, pancetta, peas, and the delicious tarragon-infused sauce.']",
78,Triple Chocolate Fantasy Bark,"['milk chocolate', 'plain chocolate', 'white chocolate', 'sprinkles', 'sweets']","['Line a baking sheet with parchment paper to ensure your chocolate bark can be easily removed after it sets.', 'Chop the milk chocolate and plain chocolate into small pieces. Doing so helps them melt uniformly.', 'In separate bowls, melt your milk chocolate, plain chocolate, and white chocolate. This can be done using a microwave in short bursts of 20-30 seconds, stirring in between, or using a double boiler method to avoid scorching the chocolate.', 'Once melted, pour the milk chocolate onto the prepared baking sheet, spreading it into an even layer, approximately 1/4 inch thick.', 'Drizzle the plain chocolate over the milk chocolate layer in a random pattern. Use a toothpick or knife to gently swirl the two chocolates together, creating a marbled effect.', 'Before the swirled chocolate sets, carefully spoon melted white chocolate in lines or dollops across the marbled chocolate, then use a clean toothpick or knife to swirl the white chocolate in, adding to the marbled effect.', 'Sprinkle the top of the still-melted chocolate with a generous amount of sprinkles and press in any larger sweets to ensure they stick. You can choose a theme for your sprinkles and sweets, such as a particular color scheme or holiday.', 'Place the baking sheet in the refrigerator and allow the chocolate bark to set completely, which usually takes at least 1 hour.', 'Once the chocolate bark has fully set, remove it from the refrigerator. Break or cut the bark into uneven, rustic pieces.', 'Store your Triple Chocolate Fantasy Bark in an airtight container to prevent it from getting soft or melting. It can be stored at room temperature or in the fridge, depending on the climate.']",
79,Cranberry Redcurrant and White Chocolate Cake with Vanilla Custard,"['200g fresh or frozen cranberries', '3 tablespoons redcurrant jelly', '150g golden caster sugar', '200g self-raising flour', '1 teaspoon baking powder', '3 large eggs', 'Seeds from 1 vanilla pod', '150g butter, softened', '200g fresh vanilla custard', '100g white chocolate']","['Preheat your oven to 180ºC (160ºC fan/gas mark 4) and grease a 20cm round cake tin with a little butter and line the bottom with baking parchment.', 'In a pan over medium heat, combine the cranberries and redcurrant jelly, stirring occasionally until the berries have softened and the mixture has thickened slightly, about 5-7 minutes. Let it cool.', 'Beat together the butter and golden caster sugar until light and fluffy, then gradually beat in the eggs one at a time, adding a little flour with each to prevent the mixture from curdling. Stir in the seeds from the vanilla pod.', 'Sift in the remaining self-raising flour and baking powder, and fold gently into the wet ingredients until just combined.', 'Fold the cooled cranberry and redcurrant mixture through the cake batter to create a marble effect; don’t overmix.', 'Pour the cake batter into the prepared cake tin, smoothing the top with the back of a spoon, and bake in the preheated oven for 35-40 minutes or until a skewer inserted into the middle comes out clean.', 'While the cake is baking, chop the white chocolate into small pieces and place it in a small bowl over a pan of simmering water (double boiler), making sure the water doesn’t touch the bottom of the bowl. Stir until melted and smooth. Set aside to cool slightly.', 'Once the cake is done, let it cool in the tin for 10 minutes, then turn it out onto a wire rack to cool completely.', 'When the cake is completely cool, drizzle the top with the melted white chocolate, letting some drip down the sides for effect.', 'Serve each slice with a dollop of fresh vanilla custard on the side. Enjoy your fruity and indulgent dessert!']",
80,Salmon Duo Salad with Horseradish Cream and Melba Toast,"['150g hot-smoked salmon', '2 tsp hot horseradish', '1 lemon', '200g full-fat soft cheese', 'Chives, chopped', '100g smoked salmon', 'Mixed leaves for salad', 'Your favourite dressing', 'Melba toast']","['Begin by preparing the horseradish cream. In a bowl, mix the full-fat soft cheese with 2 tsp of hot horseradish. Grate the zest of half the lemon and squeeze its juice to taste into the mixture. Stir in chopped chives, a pinch of salt, and a touch of sugar to balance the flavors. Adjust the horseradish to your preference for heat.', 'Arrange mixed salad leaves on plates. Drizzle with your favourite dressing. You could use an oil-based dressing or something creamy to complement the fish.', 'Break the hot-smoked salmon into chunks and scatter it over the salad leaves.', 'Slice the smoked salmon into thin strips and arrange neatly over the salad. The two types of salmon will provide a lovely contrast in both texture and smokiness.', 'Dollop spoonfuls of the horseradish cream over the salad, or serve it on the side for guests to add as they wish.', 'Sprinkle additional chopped chives over the top of the salad for a fresh oniony bite.', 'Serve with crisp Melba toast on the side for added crunch.', 'Finally, cut the remaining lemon into wedges and arrange them around the salad for guests to squeeze over, adding a bright, fresh squeeze of lemon just before eating.']",
81,Spiced Potato & Pea Medley,"['potato', 'olive oil', 'mustard seed', 'turmeric', 'garam masala', 'frozen pea', 'salt']","['Wash and dice the potatoes into small cubes for even cooking.', 'Heat 2 tablespoons of olive oil in a large skillet over medium-high heat.', 'Add 1 teaspoon of mustard seeds to the oil and wait until they begin to sputter.', 'Carefully add the diced potatoes to the skillet, and stir to coat them in the olive oil and mustard seeds.', 'Sprinkle 1 teaspoon of turmeric powder and 1 teaspoon of garam masala over the potatoes. Stir well to distribute the spices evenly.', 'Cover the skillet with a lid and let the potatoes cook, stirring occasionally, until they start to become tender, which should take about 10 minutes.', 'Add 1 cup of frozen peas to the skillet and mix well with the spiced potatoes.', 'Season the mixture with salt to taste. Lower the heat and continue to cook with the lid on until the potatoes are fully cooked and the peas are warm throughout, about another 5 to 7 minutes.', 'Once everything is cooked, give the mixture a final stir and adjust salt if needed.', 'Serve the Spiced Potato & Pea Medley hot as a delightful side dish or a vegetarian main course.']",
82,Rustic Root Vegetable Fritters,"['floury potatoes', 'carrots', 'parsnips', 'celeriac', 'plain flour', 'goose fat', 'salt', 'pepper']","['Peel and grate the floury potatoes, carrots, parsnips, and celeriac into a large mixing bowl. Make sure to squeeze out any excess moisture from the grated vegetables.', 'Season the grated vegetables with salt and pepper, then sprinkle plain flour over them. Mix thoroughly to combine everything together and create a batter-like consistency.', 'Heat a large skillet or non-stick frying pan over medium heat and add a generous amount of goose fat to coat the bottom.', 'Once the goose fat is hot, take spoonfuls of the vegetable mixture and carefully place them into the pan, flattening them slightly to form small fritters.', 'Cook the fritters for 3-4 minutes on each side or until they are golden brown and crispy, then carefully flip them using a spatula.', 'Once cooked on both sides, remove the fritters from the pan and drain them on paper towels to remove any excess fat.', 'Serve the rustic root vegetable fritters hot as a side dish or a vegetarian main with a sprinkling of coarse salt on top.']",
83,Ginger-Lime Chicken with Spring Veggie Stir-Fry,"['Chicken (cut into strips)', 'Fresh root ginger (minced)', 'Spring onions (sliced)', 'Garlic cloves (minced)', 'Rice noodles', 'Sunflower oil', 'Asparagus (trimmed and cut)', 'Sugar snap peas (trimmed)', 'Green beans (trimmed and cut)', 'Cherry tomatoes (halved)', 'Lime juice', 'Light muscovado sugar', 'Fish sauce', 'Red chillies (sliced, seeds removed for less heat)', 'Basil leaves (torn)', 'Mint leaves (torn)', 'Salted peanuts (crushed)', 'Salt']","['Step 1: Cook the rice noodles according to the package instructions until they are al dente, then drain and rinse under cold water to stop the cooking process. Set aside.', 'Step 2: In a small bowl, prepare the sauce by combining lime juice, light muscovado sugar, fish sauce, and a pinch of salt. Stir until the sugar has dissolved. Set aside.', 'Step 3: Heat a wok or large frying pan over medium-high heat and add sunflower oil. Once hot, add the minced ginger and garlic, and stir-fry for 30 seconds, or until fragrant.', 'Step 4: Increase the heat to high and add the chicken strips to the wok. Stir-fry for 4-5 minutes or until the chicken is golden brown and cooked through.', 'Step 5: Add the asparagus, sugar snap peas, and green beans to the wok with the chicken. Stir-fry for another 2-3 minutes or until the vegetables are tender but still crisp.', 'Step 6: Lower the heat and add the cherry tomatoes and red chillies, cooking for an additional minute.', 'Step 7: Pour the prepared sauce over the chicken and vegetables, and toss to combine everything together. Cook for 1-2 minutes or until the dish is heated through.', 'Step 8: Add the cooked rice noodles to the wok and toss until everything is well combined and the noodles are warmed up. If the dish seems too dry, you can add a little more sunflower oil or water.', 'Step 9: Just before serving, stir in the basil and mint leaves, and sprinkle over the crushed salted peanuts for added texture.', 'Step 10: Divide the stir-fry among plates or bowls, garnishing with additional herbs and peanuts if desired. Serve immediately.']",
84,Minty Peas & Beans Frittata with Duo of Cheese,"['1 cup frozen peas', '1 cup beans (if canned, drained and rinsed)', '4 eggs', '1/4 cup milk', ""1/4 cup goat's cheese, crumbled"", '1/4 cup feta cheese, crumbled', '2 tablespoons fresh mint, chopped', '2 tablespoons oil', 'Salt to taste', 'Pepper to taste']","['Preheat your oven to 375°F (190°C).', 'In a skillet, heat 1 tablespoon of oil over medium heat. Add the beans and cook for 2-3 minutes until they begin to soften.', 'Add the frozen peas to the skillet and cook for another 2-3 minutes until they are heated through and the beans are tender. Season with salt and pepper to taste.', 'In a bowl, whisk together the eggs, milk, a pinch of salt, and pepper until well combined.', 'Stir the chopped fresh mint into the egg mixture for a refreshing flavor.', ""Pour the egg and mint mixture over the peas and beans in the skillet, making sure it's evenly distributed."", ""Sprinkle the crumbled goat's cheese and feta cheese over the top of the egg mixture."", 'Let the frittata cook on the stove for about 4-5 minutes until the edges start to set.', 'Transfer the skillet to the preheated oven and bake for 12-15 minutes, or until the frittata is set and the cheese has melted.', 'Once cooked, remove the skillet from the oven (remember to use an oven mitt as the handle will be hot).', 'Serve the frittata warm, garnished with additional fresh mint if desired.']",
85,Clementine Dark Chocolate Trifle,"['200g dark chocolate', '3 large eggs', '150g soft light brown sugar', '2 tablespoons cocoa powder', 'Zest of 2 clementines', 'Juice of 2 clementines', '300ml double cream', '2 tablespoons icing sugar', '150g crème fraîche', '100g caster sugar', 'Segments of 2 clementines for decoration', 'Silver balls for decoration', 'White stars for decoration', 'A pinch of salt']","['Preheat your oven to 180°C (350°F, gas mark 4).', 'Melt the dark chocolate in a heatproof bowl over a pot of simmering water. Once melted, remove from the heat and let it cool slightly.', 'In a large mixing bowl, whisk the eggs with the soft light brown sugar until the mixture is pale and doubles in volume.', 'Gently fold in the cocoa powder and cooled melted dark chocolate to the egg mixture.', 'Pour the mixture into a greased and lined 8-inch square baking tin. Bake for 20 minutes or until a skewer comes out with moist crumbs. Allow the brownie to cool completely then crumble it into small pieces.', 'In a separate bowl, mix the double cream with icing sugar until soft peaks form. Then, fold in the crème fraîche gently.', 'In a small saucepan, combine the caster sugar with clementine juice over medium heat. Let it simmer until the liquid is reduced by half and becomes slightly syrupy. Allow it to cool.', 'Take the clementine zest and fold it into the cream mixture.', 'To assemble the trifle, layer the crumbled brownie at the bottom of a glass dish. Drizzle the clementine syrup over the brownie pieces.', 'Spread a layer of the clementine zest cream mixture over the soaked brownie layer.', 'Repeat the layering process until all components are used up, finishing with a layer of the cream mixture.', 'Decorate the top with clementine segments, silver balls, and white stars. Chill in the refrigerator for at least 2 hours to allow the flavors to meld together.', 'Serve the trifle chilled, spooned into individual serving bowls or glasses.']",
86,Lemon Butter Parmesan Artichokes,"['4 globe artichokes', '2 lemons', '1/4 cup of butter', '1/2 cup of dry white wine', '1/2 cup of grated parmesan', 'Salt to taste', 'Black pepper to taste']","['Prepare the artichokes by cutting off the stems and trimming the tops of the leaves. Cut them in half and remove the fuzzy choke inside with a spoon.', 'Fill a large bowl with cold water and squeeze the juice of one lemon into it. Place the prepared artichoke halves in the lemon water to prevent browning.', 'Bring a large pot of salted water to a boil. Add the artichoke halves and simmer for about 15-20 minutes until they are tender when pierced with a knife. Drain them well.', 'In a saucepan over medium heat, melt the butter and then add the dry white wine. Allow the mixture to simmer for 5 minutes, so the alcohol cooks off.', 'Slice the second lemon into thin rounds. Set aside.', 'Preheat your broiler (or oven grill) on high. Arrange the boiled artichoke halves cut-side up on a baking tray.', 'Brush each artichoke half with the lemon butter wine sauce, then sprinkle generously with grated parmesan cheese.', 'Place a lemon round on each artichoke half and season with salt and black pepper.', 'Broil the artichokes for about 5-7 minutes or until the cheese is golden and bubbly, and the edges are slightly charred.', 'Serve immediately, garnished with additional lemon zest if desired.']",
87,Savory Swede & Parsnip Cake,"['1 large swede', '3 parsnips', '4 tablespoons butter', '2 tablespoons golden syrup', '1 cup fresh breadcrumbs', '2 eggs', '3 tablespoons olive oil', '4-5 thyme sprigs', 'Salt', 'Pepper']","['Preheat the oven to 180°C (350°F).', 'Peel and chop the swede and parsnips into small, even pieces.', 'Bring a pot of salted water to a boil and add the chopped swede and parsnips. Cook until tender, about 15-20 minutes.', 'While the vegetables are cooking, heat a skillet over medium heat and add 1 tablespoon of butter and a drizzle of olive oil.', 'Pick the leaves off the thyme sprigs and add them to the skillet, cooking until fragrant.', 'Once the swede and parsnips are done, drain them and mash them in a large bowl with the remaining butter until smooth.', 'Stir in the golden syrup, fresh breadcrumbs, and thyme leaves to the mashed mixture.', 'In a separate bowl, beat the eggs, then fold them into the vegetable mixture until all the ingredients are incorporated. Season with salt and pepper to taste.', 'Grease a baking dish with olive oil and pour the mixture in, smoothing the top with a spatula.', 'Bake in the preheated oven for 35-45 minutes, or until the top is golden brown and a toothpick inserted into the center comes out clean.', 'Let the savory cake cool for a few minutes before slicing. Can be served warm or at room temperature.']",
88,Cajun Bean Nacho Bowl,"['1 large onion, finely chopped', '2 tablespoons olive oil', '1 tablespoon soft brown sugar', '2 tablespoons wine vinegar', '2 teaspoons Cajun seasoning', '1 can mixed beans, drained and rinsed', '1 can chopped tomatoes', '1 cup shredded cheddar cheese', '2 cups tortilla chips', '1 ripe avocado, diced', 'Salt to taste']","['Heat the olive oil in a large pan over medium heat. Add the chopped onion and cook until soft and translucent.', 'Stir in the soft brown sugar and cook for another minute until the onion starts to caramelize.', 'Add the wine vinegar and Cajun seasoning. Cook for a couple of minutes until the mixture is fragrant.', 'Pour in the chopped tomatoes and the mixed beans. Bring to a simmer and cook for 10 minutes, stirring occasionally. Season with salt to taste.', 'While the bean mixture is simmering, preheat the oven to 375°F (190°C). Spread tortilla chips on a baking sheet in an even layer.', 'Spoon the hot bean mixture over the tortilla chips, and sprinkle generously with shredded cheddar cheese.', 'Place the baking sheet in the oven and bake until the cheese is melted and bubbly, about 5-7 minutes.', 'Remove from the oven and let it cool slightly. Top with diced avocado right before serving.', 'Serve your Cajun Bean Nacho Bowl warm, as a hearty snack or a casual meal.']",
